T	Y
1.0	0.3529555553204461
2.0	0.22837793157437622
3.0	0.1477706722503696
4.0	0.09561419302523785
5.0	0.061866633096836814
6.0	0.0400304622604672
7.0	0.025901489757868903
8.0	0.01675941741659789
9.0	0.010844091575245612
10.0	0.007016614831838983
11.0	0.0045400703307223456
12.0	0.002937640703950466
13.0	0.0019008048340489094
14.0	0.0012299372548640168
15.0	0.0007958735951503314
16.0	0.0005150421316216626
17.0	0.00033337344649819945
18.0	0.00021589026226683484
19.0	0.00013997314985149902
20.0	9.100553453186708e-5
21.0	5.95595180922644e-5
22.0	3.9580694148521e-5
23.0	2.7222473091458147e-5
24.0	2.0105485360220654e-5
25.0	1.685947651627166e-5
