T	Y
1.0	0.1297349636753425
2.0	0.11297946084301462
3.0	0.09839918922898913
4.0	0.08571343000585031
5.0	0.07467794002172172
6.0	0.06508024930944702
7.0	0.05673557033051864
8.0	0.04948324019899831
9.0	0.04318362738542525
10.0	0.03771544334442994
11.0	0.03297340730594767
12.0	0.028866219269448903
13.0	0.025314802174607638
14.0	0.022250779404292462
15.0	0.019615158306764965
16.0	0.01735719439049457
17.0	0.015433414323546077
18.0	0.013806778927029242
19.0	0.012445970047446587
20.0	0.01132478757782746
21.0	0.010421645018361491
22.0	0.009719153864298873
23.0	0.009203788819284445
24.0	0.008865627388296009
25.0	0.00869815883861624
