T	Y
1.0	0.9528439290219902
2.0	0.04493237594825201
3.0	0.0021188343091363485
4.0	9.991590103847507e-5
5.0	4.711641319462773e-6
6.0	2.2218249239436804e-7
7.0	1.0477253386144192e-8
8.0	4.940662371671622e-10
9.0	2.3298417340000807e-11
10.0	1.0986097346565825e-12
11.0	5.1364276165686054e-14
12.0	1.9500427661489052e-15
13.0	4.0934530763680253e-16
14.0	2.402097965117445e-16
15.0	-8.512673066723032e-16
16.0	1.6920917444899993e-16
17.0	-8.692671860235446e-16
18.0	3.089685729349345e-16
19.0	6.378417794210712e-16
20.0	1.0225751079364709e-15
21.0	1.0155290494705087e-16
22.0	1.4445694651327862e-16
23.0	9.44894887355309e-15
24.0	-5.0349554754636206e-14
25.0	4.065469983552387e-14
