T	Y
1.0	0.04493572048031159
2.0	0.04453504511554063
3.0	0.04410492788590622
4.0	0.04370187561779487
5.0	0.04329645475266896
6.0	0.04294481824503737
7.0	0.042548656186958515
8.0	0.0422132650946104
9.0	0.041878316916927595
10.0	0.04144660027753224
11.0	0.04107149431399153
12.0	0.040697882767871875
13.0	0.04032304723591795
14.0	0.039946139951868645
15.0	0.03960160781944345
16.0	0.03924715577529715
17.0	0.03885340642580408
18.0	0.03842165634030691
19.0	0.03802323549711012
20.0	0.037531220477968905
21.0	0.03696930350995503
22.0	0.03632109853639282
23.0	0.03550333506899062
24.0	0.034212440286919894
25.0	0.03167129541887248
