T	Y
1.0	0.055013157326748684
2.0	0.05300969466454712
3.0	0.051156811462289085
4.0	0.049365280992622246
5.0	0.04771974628989894
6.0	0.04616545757200707
7.0	0.04473983397982284
8.0	0.04337770685968508
9.0	0.04215953909723709
10.0	0.040951833261432855
11.0	0.039871601385647014
12.0	0.03885681598478594
13.0	0.03793590457537604
14.0	0.037044440887091926
15.0	0.0363045851238019
16.0	0.03560495602020355
17.0	0.03496743711652882
18.0	0.03443108613413605
19.0	0.03396690991086809
20.0	0.033547615821789396
21.0	0.033191259188942626
22.0	0.03289710994158261
23.0	0.03270372926912449
24.0	0.032559163871526985
25.0	0.03245832326230347
