T	Y
1.0	-5.747912663212756e-7
2.0	-5.172503536130663e-7
3.0	-5.318312159430932e-7
4.0	-5.179235727948567e-7
5.0	-6.256041323558781e-7
6.0	-5.49238793135301e-7
7.0	-5.063360104529124e-7
8.0	-4.578700704607058e-7
9.0	-4.231655905528181e-7
10.0	-4.18100324722781e-7
11.0	-6.490352410636752e-7
12.0	-7.090157488551241e-7
13.0	-6.729408492563149e-7
14.0	-7.154313134884877e-7
15.0	-7.315234308528235e-7
16.0	-7.123438861451892e-7
17.0	-7.844234757529295e-7
18.0	-6.938460189662154e-7
19.0	-7.022549163866049e-7
20.0	-7.266599302557797e-7
21.0	-7.707313461977755e-7
22.0	-7.371168945415757e-7
23.0	-8.030438005575402e-7
24.0	-7.812162135488465e-7
25.0	-7.596786066391137e-7
26.0	-7.50347472548013e-7
27.0	-6.795066236006675e-7
28.0	-7.563550826691912e-7
29.0	-7.949554962690536e-7
30.0	-7.709983002833487e-7
31.0	-8.612017057540999e-7
32.0	-9.153433123357951e-7
33.0	-8.427359379920007e-7
34.0	-8.299440112363027e-7
35.0	-8.114206957871017e-7
36.0	-8.740359323123476e-7
37.0	-9.054237106453922e-7
38.0	-8.76048645837707e-7
39.0	-8.08561319879178e-7
40.0	-8.442026312883294e-7
41.0	-8.990452153283951e-7
42.0	-8.080446666173385e-7
43.0	-7.381515165008623e-7
44.0	-8.183347412656083e-7
45.0	-7.674460003569139e-7
46.0	-7.436652996756915e-7
47.0	-6.854311781021721e-7
48.0	-6.01196969412382e-7
49.0	-5.381826733118211e-7
50.0	-5.308551866804734e-7
51.0	-6.150157806014689e-7
52.0	-5.873715025039167e-7
53.0	-6.154846657960289e-7
54.0	-5.87401357058509e-7
55.0	-6.409595069978291e-7
56.0	-6.193500372130706e-7
57.0	-6.42032161969619e-7
58.0	-6.178745779426842e-7
59.0	-6.506024892004997e-7
60.0	-6.664825068086744e-7
61.0	-7.401493128077197e-7
62.0	-7.572681199937564e-7
63.0	-7.728043150898034e-7
64.0	-8.975203073004201e-7
65.0	-7.7068655454475e-7
66.0	-7.576157841100023e-7
67.0	-7.519401913954477e-7
68.0	-7.192836672595404e-7
69.0	-6.508359163999444e-7
70.0	-6.431054029882449e-7
71.0	-7.468175950292588e-7
72.0	-6.751215784490255e-7
73.0	-6.401013652249099e-7
74.0	-5.305260401943651e-7
75.0	-5.12789288888843e-7
76.0	-5.847803055802209e-7
77.0	-6.038934509487032e-7
78.0	-6.525039197933374e-7
79.0	-6.062584237652435e-7
80.0	-5.789601120707866e-7
81.0	-6.063767174352419e-7
82.0	-6.707059617624966e-7
83.0	-7.647511716980804e-7
84.0	-7.355104138188212e-7
85.0	-7.345859675995936e-7
86.0	-7.357473050511459e-7
87.0	-6.479905558867682e-7
88.0	-7.267944351282973e-7
89.0	-6.967461681703369e-7
90.0	-7.009376149103713e-7
91.0	-7.187466343587523e-7
92.0	-6.405525930248263e-7
93.0	-5.931000676955706e-7
94.0	-4.778841052720945e-7
95.0	-6.577116856195525e-7
96.0	-7.87382006040005e-7
97.0	-5.41100045490725e-7
98.0	-3.455958466017789e-7
99.0	5.100033620055594e-7
100.0	6.663055950006935e-5
