T	Y
1.0	-0.008465581484120112
2.0	-0.007007926256939821
3.0	-0.0057382906325314925
4.0	-0.004486676705946706
5.0	-0.003387638093242655
6.0	-0.002308316803636301
7.0	-0.0014083094611085992
8.0	-0.0004992199368513348
9.0	0.0002764425470999851
10.0	0.0009110743392443318
11.0	0.0014956203030399434
12.0	0.0020216859945744944
13.0	0.0024471028686900848
14.0	0.002848366188381593
15.0	0.003138475361544331
16.0	0.003371136514303194
17.0	0.003498372553147895
18.0	0.0034763255523724904
19.0	0.003418936592128559
20.0	0.003205170408781287
21.0	0.002833636591543086
22.0	0.002290363781747247
23.0	0.0014203267351431195
24.0	-9.311077572858595e-5
25.0	-0.003257966181635874
