T	Y
1.0	-0.006250084806780604
2.0	-0.005271585809177387
3.0	-0.00426376475934169
4.0	-0.0032861543270570684
5.0	-0.002525992812782339
6.0	-0.0017008487040579556
7.0	-0.0010310771960918702
8.0	-0.0004299060369085464
9.0	0.00019718705845755968
10.0	0.00081175394962818
11.0	0.0012479601558313402
12.0	0.001801586787485522
13.0	0.0020123392320343866
14.0	0.0022333325877426924
15.0	0.002395150165710472
16.0	0.0024900900165297224
17.0	0.002520998308693831
18.0	0.002373608264111267
19.0	0.0025796015327747626
20.0	0.0022613823145387485
21.0	0.002065787967973118
22.0	0.0016811978709049963
23.0	0.0009566602684253356
24.0	-0.0002698684340334684
25.0	-0.0025993535946110535
