T	Y
1.0	2.3704519258600787e-5
2.0	3.372627735841183e-5
3.0	2.4957110070090993e-5
4.0	3.0497306833819626e-5
5.0	1.0780300389617858e-5
6.0	1.428328563100184e-5
7.0	1.4110551391818826e-5
8.0	7.809912148590281e-6
9.0	7.766570960583696e-6
10.0	6.46128904897153e-6
11.0	-1.1703690137490619e-5
12.0	-1.355647872879756e-5
13.0	-2.103050115993127e-5
14.0	-2.022318048270494e-5
15.0	-2.2783041869242626e-5
16.0	-2.2953056679660133e-5
17.0	-3.163483914927351e-5
18.0	-1.8906162990668662e-5
19.0	-2.09412844648163e-5
20.0	-1.2569146879873316e-5
21.0	-8.616790910027927e-6
22.0	7.842601943627847e-7
23.0	2.446419414339762e-6
24.0	2.002066430063787e-6
25.0	2.5588304322310407e-5
