T	Y
1.0	0.048607086593115995
2.0	0.04802363533015242
3.0	0.04741287373064038
4.0	0.04680925772249949
5.0	0.04620651052230171
6.0	0.045664840415497406
7.0	0.04504412444355553
8.0	0.0445097854807594
9.0	0.04396670231554752
10.0	0.04324369104948125
11.0	0.04262113951948048
12.0	0.041971883466298154
13.0	0.0413000283422623
14.0	0.040596430800467105
15.0	0.03993357392697316
16.0	0.03922102537475121
17.0	0.03838094710887587
18.0	0.03748990439510668
19.0	0.036559866248796674
20.0	0.03549371316149002
21.0	0.03422197524644122
22.0	0.032726131470531904
23.0	0.030740648678934772
24.0	0.02766680509665468
25.0	0.021587419559384702
