T	Y
1.0	0.7261377756656829
2.0	0.1988617064170909
3.0	0.054460709254270545
4.0	0.014914730975168218
5.0	0.0040845814001785104
6.0	0.0011186125477131853
7.0	0.00030634572047984253
8.0	8.389652042390938e-5
9.0	2.297608769734947e-5
10.0	6.2922824827699145e-6
11.0	1.7232184758497994e-6
12.0	4.719244446875753e-7
13.0	1.2924227983802692e-7
14.0	3.539457821571559e-8
15.0	9.693237404223259e-9
16.0	2.6546114288983904e-9
17.0	7.269972094282595e-10
18.0	1.9909745061189034e-10
19.0	5.4528058258979214e-11
20.0	1.494329552864681e-11
21.0	4.1183703844428464e-12
22.0	1.1810325422070486e-12
23.0	3.3481234356508293e-13
24.0	-6.026710618334263e-13
25.0	5.868155284267831e-13
