T	Y
1.0	0.010998107266456789
2.0	0.010977364235267122
3.0	0.01094946715125641
4.0	0.010927016972260284
5.0	0.010907443101647983
6.0	0.010887704406226606
7.0	0.010874417243842886
8.0	0.010855713408151302
9.0	0.010829091696978214
10.0	0.010809338516955458
11.0	0.010779300516872613
12.0	0.010756499419626867
13.0	0.010729478903927139
14.0	0.01070974634015838
15.0	0.010689434326227305
16.0	0.010668682061173673
17.0	0.010643746750360644
18.0	0.010627985279234402
19.0	0.010601009563045825
20.0	0.010580638032348155
21.0	0.010554868401838427
22.0	0.010527609171082319
23.0	0.010499811212489
24.0	0.01047414799336317
25.0	0.010453181323268805
26.0	0.010433945268895123
27.0	0.010415025329770462
28.0	0.010394677279274133
29.0	0.010370242371179816
30.0	0.010349739315940349
31.0	0.010323912968805585
32.0	0.010298843245239083
33.0	0.010275924854266915
34.0	0.010260748361054804
35.0	0.010243793203611615
36.0	0.010217619246154667
37.0	0.01020117577386883
38.0	0.010182460183826939
39.0	0.010159702598973917
40.0	0.010136305397780673
41.0	0.010120307425683601
42.0	0.010104080173158243
43.0	0.01008612557149074
44.0	0.010067036779268665
45.0	0.010067480352252802
46.0	0.010050253068525663
47.0	0.010041322294772247
48.0	0.010031096973465534
49.0	0.010011913019412826
50.0	0.010010577917309606
51.0	0.009991637591276793
52.0	0.009973216510618383
53.0	0.009964050626094073
54.0	0.009951924396956859
55.0	0.009930350589009655
56.0	0.009919104478400912
57.0	0.00989729575378337
58.0	0.009889365510465988
59.0	0.009868679406338418
60.0	0.009854042550917767
61.0	0.009839699688103493
62.0	0.00981511802189831
63.0	0.00980322807235465
64.0	0.009783819453251371
65.0	0.00976748958055917
66.0	0.009748558518676554
67.0	0.009728810060571049
68.0	0.009716359214719
69.0	0.009697839235006587
70.0	0.009690160537490635
71.0	0.009674109565100083
72.0	0.009652873175266828
73.0	0.009636734829975268
74.0	0.00961950679209108
75.0	0.009606301552963178
76.0	0.009591840314589387
77.0	0.009579241665861517
78.0	0.009561494387235732
79.0	0.00954151584403687
80.0	0.009508573988471266
81.0	0.009489917374055742
82.0	0.009464987733919763
83.0	0.009426048854974877
84.0	0.009411041637919188
85.0	0.009374258152133271
86.0	0.009342602125608213
87.0	0.009339289714274552
88.0	0.009304551409173436
89.0	0.009289910612637451
90.0	0.009270687309423513
91.0	0.009242763168050406
92.0	0.00921884473999365
93.0	0.009191358832227369
94.0	0.009159964174106965
95.0	0.009103081329846259
96.0	0.00903143005336958
97.0	0.009005001813330518
98.0	0.008954354697287675
99.0	0.00880492569280097
100.0	0.008605926394739671
