T	Y
1.0	8.991830872387419e-5
2.0	0.00011411420924239968
3.0	0.00012492858467053752
4.0	0.00014544345308063755
5.0	8.051012879393277e-5
6.0	8.326286925640358e-5
7.0	6.552655207141267e-5
8.0	6.131583678553598e-5
9.0	6.910510885572291e-5
10.0	4.935010531741807e-5
11.0	-8.556253908303946e-6
12.0	-2.8831709954414697e-5
13.0	-1.7689509821061655e-5
14.0	-6.782003343985127e-5
15.0	-7.067880173690366e-5
16.0	-6.220140538219093e-5
17.0	-7.533489325062259e-5
18.0	-7.100337205166729e-5
19.0	-5.529222045781712e-5
20.0	-8.342237390766838e-5
21.0	-0.00010367707767976186
22.0	-7.949881123272412e-5
23.0	-9.908404481836358e-5
24.0	-9.356464144175819e-5
25.0	3.3179992285470306e-5
