T	Y
1.0	0.013064303591718696
2.0	0.012994852765896459
3.0	0.012907456779144724
4.0	0.012836171802910763
5.0	0.012758848978528754
6.0	0.012677967301640917
7.0	0.012616866140791156
8.0	0.012543436001104512
9.0	0.012460028908122043
10.0	0.012389205607639498
11.0	0.012306633402535672
12.0	0.01223649629164283
13.0	0.012152871227034994
14.0	0.012080125757430036
15.0	0.012015296341658313
16.0	0.011947481115131388
17.0	0.011879341700938252
18.0	0.011819867242161651
19.0	0.011745178670842994
20.0	0.011677777525986928
21.0	0.011599677636461594
22.0	0.011523048518663431
23.0	0.011441858758583884
24.0	0.011364157376942147
25.0	0.011291064055827247
26.0	0.011233272743706143
27.0	0.011169424525695623
28.0	0.011108814845799805
29.0	0.011041117988659793
30.0	0.010976214554865927
31.0	0.010905575818393702
32.0	0.010838665508522626
33.0	0.010775911499004408
34.0	0.0107276088050057
35.0	0.010681027522891002
36.0	0.010607306165645895
37.0	0.010558893208264003
38.0	0.010503563265282645
39.0	0.01044355369924218
40.0	0.010370235540071264
41.0	0.010320784495314768
42.0	0.010262846947431068
43.0	0.010213109302277283
44.0	0.010154419592051999
45.0	0.010134880003136795
46.0	0.010087017855536793
47.0	0.01004255662274523
48.0	0.010003681836312606
49.0	0.009961353822085087
50.0	0.009941667771291346
51.0	0.009890718908056133
52.0	0.009841513164869161
53.0	0.009810129532105314
54.0	0.00976456439368408
55.0	0.009707829466350484
56.0	0.009665679464994961
57.0	0.009614828711473393
58.0	0.009579701018475
59.0	0.009526617327659182
60.0	0.009478846261283508
61.0	0.009441409962545284
62.0	0.009383089197445068
63.0	0.009330019167079378
64.0	0.009288506680173593
65.0	0.009244753347472389
66.0	0.00919923207980389
67.0	0.009145393994446617
68.0	0.009112750785322475
69.0	0.009049749904360213
70.0	0.009035051561548426
71.0	0.00900061474454402
72.0	0.008948444415377307
73.0	0.008908277830457592
74.0	0.008866295516129757
75.0	0.00882230224412609
76.0	0.008783332047260095
77.0	0.008732523681231218
78.0	0.00868921321648342
79.0	0.008633167718576366
80.0	0.008557171044902985
81.0	0.008512572141847308
82.0	0.00845816190626503
83.0	0.00837735920308983
84.0	0.008333884155205872
85.0	0.008257853734679747
86.0	0.008174089358187135
87.0	0.00814100942458467
88.0	0.008072176044015535
89.0	0.008023260062834811
90.0	0.00797576808210251
91.0	0.007897303906719052
92.0	0.007820025803002562
93.0	0.007744928881181035
94.0	0.0076593713505405435
95.0	0.00755415273445091
96.0	0.007389557403603111
97.0	0.007260343635763945
98.0	0.007110223263882441
99.0	0.00662639460584225
100.0	0.006166319475391591
