T	Y
1.0	-0.0020510001656382087
2.0	-0.0017139727495082413
3.0	-0.0013517693006953255
4.0	-0.001017383032349585
5.0	-0.0008062609978607624
6.0	-0.0005135288359669338
7.0	-0.0002910482106147777
8.0	-0.00012567390370390313
9.0	8.996532646428357e-5
10.0	0.0002874425378274967
11.0	0.000414903103534342
12.0	0.0006012187533472393
13.0	0.0006652352477448734
14.0	0.0006890136386314694
15.0	0.0007691435795768517
16.0	0.0008242444018296824
17.0	0.0008194118878820308
18.0	0.0007447918685580882
19.0	0.000853131214973421
20.0	0.0007485032244185091
21.0	0.0006744868418456437
22.0	0.0005498321180076107
23.0	0.00030029042661830485
24.0	-0.0001745856608378754
25.0	-0.0009863913140841785
