T	Y
1.0	2.698643201110018e-5
2.0	4.163742070909665e-5
3.0	2.7698545179317968e-5
4.0	1.847691395567147e-5
5.0	2.590733699722736e-6
6.0	2.2467790880019434e-5
7.0	1.2219317658559992e-5
8.0	2.864609456668804e-5
9.0	2.138487851457982e-5
10.0	2.0244692650731033e-5
11.0	1.5393397359425576e-6
12.0	-8.709609473800395e-6
13.0	-9.247871775475147e-6
14.0	-1.4713537896136886e-5
15.0	-2.3403997885175498e-5
16.0	-2.1022582113887356e-5
17.0	-2.4788351831978028e-5
18.0	-2.9904745134388955e-5
19.0	-1.9865921584656665e-5
20.0	-1.934440972779783e-5
21.0	-2.254760015259205e-5
22.0	-2.3527552989635603e-5
23.0	-1.6302467783675667e-5
24.0	-3.3251272393827747e-5
25.0	4.273776118157713e-5
