T	Y
1.0	0.00026143397389435247
2.0	0.0002865277154675272
3.0	0.00028559896234959387
4.0	0.0003175814247074662
5.0	0.0003217489548311813
6.0	0.0003385490261853842
7.0	0.0003694320147332262
8.0	0.0003932952169283001
9.0	0.00038063028478764645
10.0	0.00041082559921319477
11.0	0.0003806366421690126
12.0	0.0004038278631388597
13.0	0.00039190423454571466
14.0	0.0003885116513842636
15.0	0.0004053524400992343
16.0	0.00041715519462622204
17.0	0.0004056120905003933
18.0	0.0004107504817228661
19.0	0.00040541399896109297
20.0	0.0003952652815457196
21.0	0.0003844368873635526
22.0	0.0003878922031291688
23.0	0.0003576656091179818
24.0	0.0003631518603630802
25.0	0.000337360618114544
26.0	0.0003422527620962103
27.0	0.000348481654071614
28.0	0.0003484604608755982
29.0	0.00034992745752271924
30.0	0.00034405903063710816
31.0	0.0003221776147376027
32.0	0.000327509824417576
33.0	0.00033924346646649513
34.0	0.00033848688313851787
35.0	0.00033696396270514566
36.0	0.0002952546857481319
37.0	0.00029441271278331585
38.0	0.0003115112643964097
39.0	0.0003102146102535019
40.0	0.0002877528126401189
41.0	0.0002893315985733006
42.0	0.00028809084148924587
43.0	0.00029459950082757515
44.0	0.00026357649376044547
45.0	0.00030161174188387055
46.0	0.0002827293617696149
47.0	0.00028034508901405436
48.0	0.0002941296660389798
49.0	0.00028892478075913906
50.0	0.00030730549002443673
51.0	0.000282129196007664
52.0	0.0002863721149350979
53.0	0.0002837724382424977
54.0	0.0002697924193129121
55.0	0.00024267944771719924
56.0	0.00022213148115050527
57.0	0.000208538338587326
58.0	0.00021671536082039193
59.0	0.00019873059803185086
60.0	0.00017974369414372644
61.0	0.00018094623773612026
62.0	0.00016211687298623746
63.0	0.00011616186563215454
64.0	0.00012862557241414413
65.0	0.0001524913167184113
66.0	0.00013632648061682844
67.0	0.00010616432974206412
68.0	0.00010253171531647218
69.0	6.503404115296499e-5
70.0	7.342359037049856e-5
71.0	6.562910620788211e-5
72.0	3.581678100626415e-5
73.0	3.4859495196723836e-5
74.0	2.452195838500114e-5
75.0	-1.0608174499916745e-5
76.0	-4.167307896150822e-5
77.0	-6.645047822487204e-5
78.0	-8.338912460461971e-5
79.0	-0.00013523078090316339
80.0	-0.0001970527186441369
81.0	-0.00022989602143810503
82.0	-0.00029071875183696305
83.0	-0.0003596880731483107
84.0	-0.0003839466310231847
85.0	-0.0004655509117959221
86.0	-0.000543154620426976
87.0	-0.0005966572518859171
88.0	-0.0006595465178415747
89.0	-0.0007174594066365735
90.0	-0.0007733259524474864
91.0	-0.0008498013126512311
92.0	-0.0009449240513953782
93.0	-0.0010300296097742485
94.0	-0.0011176838936139315
95.0	-0.0012274708807502666
96.0	-0.001425918757824508
97.0	-0.0016050190596414767
98.0	-0.001775537231176216
99.0	-0.0023415528930433626
100.0	-0.0028908822647515375
