T	Y
1.0	0.8499232334819674
2.0	0.127553730670196
3.0	0.019142851455737436
4.0	0.0028728972483140435
5.0	0.00043115512955218735
6.0	6.470636770786261e-5
7.0	9.710922440541117e-6
8.0	1.4573838371401763e-6
9.0	2.1871945467934858e-7
10.0	3.282470936316173e-8
11.0	4.926226900663907e-9
12.0	7.393127350978873e-10
13.0	1.1095277871043185e-10
14.0	1.665183486763889e-11
15.0	2.5004310141101784e-12
16.0	3.708183131348897e-13
17.0	5.430746989111036e-14
18.0	8.271101667066059e-15
19.0	1.3430595214528746e-15
20.0	-3.3973331710780014e-15
21.0	1.0187390658161246e-15
22.0	-2.335417826140884e-15
23.0	3.964609510478945e-15
24.0	-6.260593454678748e-15
25.0	1.1211449737341672e-15
26.0	2.083084653554945e-15
27.0	-6.938958474685695e-16
28.0	7.81895354712292e-15
29.0	-6.457939791433554e-15
30.0	-6.148465768202743e-15
31.0	3.586078994519126e-16
32.0	5.493563149955999e-16
33.0	6.128370339409522e-15
34.0	2.1887249593028486e-15
35.0	-1.0296326610759188e-14
36.0	-5.29597000617759e-15
37.0	5.5129528169113595e-15
38.0	-6.757268811337369e-16
39.0	1.5859552423506257e-15
40.0	-1.2071426085287496e-15
41.0	-7.81686126981665e-15
42.0	-4.5728310070838885e-16
43.0	1.3719273273850307e-14
44.0	-2.7903352684259964e-15
45.0	2.9315895267974583e-15
46.0	-6.499134119980834e-15
47.0	8.704881262425885e-16
48.0	-1.1361864227666523e-14
49.0	1.2515788129193253e-15
50.0	3.876971188749092e-15
51.0	-1.254798404125377e-15
52.0	-3.718013063657572e-15
53.0	-3.640665769072751e-15
54.0	1.4080314345238723e-14
55.0	-1.303458577271016e-14
56.0	9.483731855169583e-15
57.0	-2.1208974856305044e-15
58.0	1.4393716122208106e-14
59.0	-6.78838411958399e-15
60.0	-5.369515249125561e-15
61.0	1.401140481849944e-15
62.0	2.003939736806154e-15
63.0	-8.153710202678244e-16
64.0	-1.7223668048434517e-15
65.0	-5.539314146697089e-15
66.0	1.3226463646759737e-14
67.0	9.226540421437835e-15
68.0	6.548575904197912e-15
69.0	-3.326422776551291e-15
70.0	-1.3592542925629572e-15
71.0	-4.702354395626218e-15
72.0	-1.0903218967007327e-14
73.0	1.0660304944776905e-14
74.0	1.690225140491691e-14
75.0	-1.4994076981758588e-14
76.0	3.654018893126283e-15
77.0	-1.3424347411906263e-14
78.0	2.550365957483536e-14
79.0	-2.2476443818988944e-14
80.0	-2.5463685329133594e-15
81.0	3.231684053868478e-14
82.0	-1.551409784016425e-14
83.0	-1.862568671691378e-14
84.0	1.9848426181280632e-14
85.0	3.920449271211518e-15
86.0	-5.079998227847452e-15
87.0	-2.2522526900783936e-14
88.0	1.4682158545366308e-14
89.0	-1.2864962234838268e-14
90.0	3.865920417231612e-15
91.0	-3.5316380931065416e-15
92.0	-8.24007037689839e-15
93.0	6.7445700415672685e-15
94.0	8.79379313855136e-15
95.0	1.2230527150942917e-15
96.0	-2.201917815181781e-15
97.0	3.278969307272256e-14
98.0	3.27813401961724e-14
99.0	-2.5837204040146666e-13
100.0	2.0131822146077578e-13
