T	Y
1.0	0.05120094607489382
2.0	0.04969616317866786
3.0	0.04837820993314665
4.0	0.04700396465064842
5.0	0.04587778250892154
6.0	0.04463805892080856
7.0	0.04352449256612724
8.0	0.04251073766656745
9.0	0.041613081307936124
10.0	0.04063163125247937
11.0	0.03991508963892392
12.0	0.03905896880761976
13.0	0.038426856708525525
14.0	0.03776520578805301
15.0	0.037254053640306393
16.0	0.036768860656750633
17.0	0.03624986927111603
18.0	0.03596914266432619
19.0	0.035528669856438634
20.0	0.0353222144448457
21.0	0.03495422940475183
22.0	0.03469087531383264
23.0	0.0344606564390777
24.0	0.03432225912852054
25.0	0.03423798017671442
