T	Y
1.0	-0.0015051284371461263
2.0	-0.0011139015146813813
3.0	-0.0008197846708870235
4.0	-0.0005021636322006737
5.0	-0.0003104467287453616
6.0	-8.056345872517467e-6
7.0	0.00019799594943057525
8.0	0.0004284204577367015
9.0	0.0005969556280708763
10.0	0.0007459422223172196
11.0	0.000796253448013727
12.0	0.0009026776742747933
13.0	0.0009555057817044812
14.0	0.0009628980603974824
15.0	0.0009598229665746666
16.0	0.0009397743983402818
17.0	0.0008867451730921183
18.0	0.0007273100383929643
19.0	0.000636928536140613
20.0	0.00037822365002896513
21.0	0.00012330214491869385
22.0	-0.00021208060289581998
23.0	-0.0007319855773310208
24.0	-0.0016265894835169464
25.0	-0.0034086191361574203
