T	Y
1.0	0.49367234072319943
2.0	0.24995996072935406
3.0	0.12656164182838336
4.0	0.06408165986087438
5.0	0.03244631683976609
6.0	0.01642846765755077
7.0	0.00831818757451112
8.0	0.0042117284440065465
9.0	0.002132514604554094
10.0	0.0010797511280921555
11.0	0.0005467078612857733
12.0	0.0002768133117098934
13.0	0.00014015823617499176
14.0	7.096599165104554e-5
15.0	3.593204444094678e-5
16.0	1.8193387954072418e-5
17.0	9.211815536412589e-6
18.0	4.664196998104155e-6
19.0	2.3616119470747187e-6
20.0	1.1957494491638803e-6
21.0	6.054410175989627e-7
22.0	3.0655153552236894e-7
23.0	1.5521552069126217e-7
24.0	7.858991166014893e-8
25.0	3.9792245679947094e-8
26.0	2.0147914366986565e-8
27.0	1.0201444842313813e-8
28.0	5.165273742365202e-9
29.0	2.615317132206696e-9
30.0	1.3242060541523436e-9
31.0	6.704839670738094e-10
32.0	3.394860576323435e-10
33.0	1.718928387912657e-10
34.0	8.703364899276278e-11
35.0	4.4064539396093456e-11
36.0	2.2311075689396222e-11
37.0	1.1294429641872443e-11
38.0	5.721854309026714e-12
39.0	2.8953583213198457e-12
40.0	1.4676898384414746e-12
41.0	7.478417062283145e-13
42.0	3.865741540218584e-13
43.0	2.1450211174119104e-13
44.0	6.210274297417662e-14
45.0	4.2328506865817876e-14
46.0	1.68698941478522e-14
47.0	1.3097250534002507e-14
48.0	4.246885537575844e-15
49.0	7.95850235723889e-15
50.0	6.77784439630149e-16
51.0	3.801328140066659e-16
52.0	4.346335985562806e-15
53.0	1.1358811667942434e-15
54.0	4.831998523551666e-15
55.0	-9.00300606331353e-15
56.0	1.4339862907677103e-15
57.0	-9.291898861668937e-15
58.0	7.206296948275917e-15
59.0	3.361927653150812e-15
60.0	3.9213030325006144e-15
61.0	5.284528620469811e-15
62.0	-8.179445730753173e-16
63.0	6.8602381277874794e-15
64.0	-3.3722608873106366e-15
65.0	2.616224570426047e-15
66.0	3.840210344272128e-15
67.0	-1.3011543620756321e-14
68.0	1.122334336621858e-14
69.0	-2.028005374851878e-15
70.0	6.637261102055217e-15
71.0	3.5154072431905008e-15
72.0	-3.158200839953676e-15
73.0	4.960481636589369e-15
74.0	-1.5775243084915902e-14
75.0	4.262390829071032e-15
76.0	-4.510526397912343e-16
77.0	-4.023215621979173e-15
78.0	1.6750161480495045e-14
79.0	-4.00585012405065e-15
80.0	-1.6390092311569654e-14
81.0	2.74361163241435e-14
82.0	-3.823403343981932e-15
83.0	-1.4600456954994705e-14
84.0	-3.757540390056553e-15
85.0	8.676263041785399e-15
86.0	7.769644955624849e-15
87.0	-2.76210485028721e-15
88.0	-7.63242372087006e-15
89.0	1.469835797605207e-14
90.0	3.526492209447035e-14
91.0	-3.410343613237388e-14
92.0	3.3897561535923407e-14
93.0	2.971640661276684e-14
94.0	6.641608696345341e-14
95.0	3.61165965988286e-14
96.0	9.73001748581781e-14
97.0	-1.8774946722310836e-14
98.0	-2.593798371919309e-13
99.0	-1.0764932218965129e-12
100.0	1.0783482797011136e-12
