x	y
3.22325e7	0.001
3.22335e7	0.002
3.22345e7	0.002
3.22355e7	0.002
3.22365e7	0.002
3.22375e7	0.002
3.22385e7	0.002
3.22395e7	0.002
3.22405e7	0.002
3.22415e7	0.002
3.22425e7	0.002
3.22435e7	0.002
3.22445e7	0.002
3.22455e7	0.002
3.22465e7	0.002
3.22475e7	0.002
3.22485e7	0.002
3.22495e7	0.002
3.22505e7	0.002
3.22515e7	0.002
3.22525e7	0.002
3.22535e7	0.002
3.22545e7	0.002
3.22555e7	0.002
3.22565e7	0.002
3.22575e7	0.002
3.22585e7	0.002
3.22595e7	0.002
3.22605e7	0.002
3.22615e7	0.002
3.22625e7	0.002
3.22635e7	0.002
3.22645e7	0.002
3.22655e7	0.002
3.22665e7	0.002
3.22675e7	0.002
3.22685e7	0.002
3.22695e7	0.002
3.22705e7	0.002
3.22715e7	0.002
3.22725e7	0.002
3.22735e7	0.002
3.22745e7	0.002
3.22755e7	0.002
3.22765e7	0.002
3.22775e7	0.002
3.22785e7	0.002
3.22795e7	0.002
3.22805e7	0.002
3.22815e7	0.003
3.22825e7	0.003
3.22835e7	0.003
3.22845e7	0.003
3.22855e7	0.003
3.22865e7	0.003
3.22875e7	0.003
3.22885e7	0.003
3.22895e7	0.003
3.22905e7	0.003
3.22915e7	0.003
3.22925e7	0.003
3.22935e7	0.003
3.22945e7	0.003
3.22955e7	0.003
3.22965e7	0.003
3.22975e7	0.003
3.22985e7	0.003
3.22995e7	0.004
3.23005e7	0.004
3.23015e7	0.004
3.23025e7	0.004
3.23035e7	0.004
3.23045e7	0.004
3.23055e7	0.004
3.23065e7	0.004
3.23075e7	0.005
3.23085e7	0.005
3.23095e7	0.005
3.23105e7	0.005
3.23115e7	0.006
3.23125e7	0.006
3.23135e7	0.006
3.23145e7	0.006
3.23155e7	0.006
3.23165e7	0.006
3.23175e7	0.006
3.23185e7	0.006
3.23195e7	0.006
3.23205e7	0.006
3.23215e7	0.006
3.23225e7	0.006
3.23235e7	0.006
3.23245e7	0.006
3.23255e7	0.006
3.23265e7	0.006
3.23275e7	0.006
3.23285e7	0.007
3.23295e7	0.007
3.23305e7	0.007
3.23315e7	0.007
3.23325e7	0.008
3.23335e7	0.008
3.23345e7	0.008
3.23355e7	0.008
3.23365e7	0.008
3.23375e7	0.008
3.23385e7	0.008
3.23395e7	0.008
3.23405e7	0.008
3.23415e7	0.008
3.23425e7	0.008
3.23435e7	0.008
3.23445e7	0.008
3.23455e7	0.008
3.23465e7	0.008
3.23475e7	0.009000000000000001
3.23485e7	0.009000000000000001
3.23495e7	0.009000000000000001
3.23505e7	0.009000000000000001
3.23515e7	0.009000000000000001
3.23525e7	0.009000000000000001
3.23535e7	0.009000000000000001
3.23545e7	0.009000000000000001
3.23555e7	0.009000000000000001
3.23565e7	0.009000000000000001
3.23575e7	0.009000000000000001
3.23585e7	0.009000000000000001
3.23595e7	0.009000000000000001
3.23605e7	0.009000000000000001
3.23615e7	0.009000000000000001
3.23625e7	0.009000000000000001
3.23635e7	0.010000000000000002
3.23645e7	0.010000000000000002
3.23655e7	0.010000000000000002
3.23665e7	0.011000000000000003
3.23675e7	0.011000000000000003
3.23685e7	0.011000000000000003
3.23695e7	0.011000000000000003
3.23705e7	0.011000000000000003
3.23715e7	0.011000000000000003
3.23725e7	0.011000000000000003
3.23735e7	0.011000000000000003
3.23745e7	0.011000000000000003
3.23755e7	0.012000000000000004
3.23765e7	0.013000000000000005
3.23775e7	0.014000000000000005
3.23785e7	0.014000000000000005
3.23795e7	0.014000000000000005
3.23805e7	0.014000000000000005
3.23815e7	0.014000000000000005
3.23825e7	0.014000000000000005
3.23835e7	0.014000000000000005
3.23845e7	0.014000000000000005
3.23855e7	0.014000000000000005
3.23865e7	0.015000000000000006
3.23875e7	0.015000000000000006
3.23885e7	0.015000000000000006
3.23895e7	0.015000000000000006
3.23905e7	0.016000000000000007
3.23915e7	0.017000000000000008
3.23925e7	0.017000000000000008
3.23935e7	0.017000000000000008
3.23945e7	0.017000000000000008
3.23955e7	0.01800000000000001
3.23965e7	0.01800000000000001
3.23975e7	0.02000000000000001
3.23985e7	0.02100000000000001
3.23995e7	0.023000000000000013
3.24005e7	0.023000000000000013
3.24015e7	0.023000000000000013
3.24025e7	0.024000000000000014
3.24035e7	0.024000000000000014
3.24045e7	0.025000000000000015
3.24055e7	0.025000000000000015
3.24065e7	0.025000000000000015
3.24075e7	0.025000000000000015
3.24085e7	0.026000000000000016
3.24095e7	0.026000000000000016
3.24105e7	0.026000000000000016
3.24115e7	0.026000000000000016
3.24125e7	0.026000000000000016
3.24135e7	0.026000000000000016
3.24145e7	0.027000000000000017
3.24155e7	0.027000000000000017
3.24165e7	0.027000000000000017
3.24175e7	0.028000000000000018
3.24185e7	0.028000000000000018
3.24195e7	0.02900000000000002
3.24205e7	0.03000000000000002
3.24215e7	0.03000000000000002
3.24225e7	0.03000000000000002
3.24235e7	0.03100000000000002
3.24245e7	0.03100000000000002
3.24255e7	0.03100000000000002
3.24265e7	0.03100000000000002
3.24275e7	0.03100000000000002
3.24285e7	0.03100000000000002
3.24295e7	0.03200000000000002
3.24305e7	0.03200000000000002
3.24315e7	0.03200000000000002
3.24325e7	0.03200000000000002
3.24335e7	0.03300000000000002
3.24345e7	0.03300000000000002
3.24355e7	0.03300000000000002
3.24365e7	0.03300000000000002
3.24375e7	0.03300000000000002
3.24385e7	0.03300000000000002
3.24395e7	0.03300000000000002
3.24405e7	0.03300000000000002
3.24415e7	0.03400000000000002
3.24425e7	0.035000000000000024
3.24435e7	0.035000000000000024
3.24445e7	0.036000000000000025
3.24455e7	0.036000000000000025
3.24465e7	0.03900000000000003
3.24475e7	0.04000000000000003
3.24485e7	0.04200000000000003
3.24495e7	0.04200000000000003
3.24505e7	0.04300000000000003
3.24515e7	0.04300000000000003
3.24525e7	0.04400000000000003
3.24535e7	0.04400000000000003
