T	Y
1.0	-9.72069604858461e-7
2.0	-9.207218521628535e-7
3.0	-9.189438342875611e-7
4.0	-8.90052626691118e-7
5.0	-9.781103408549457e-7
6.0	-9.155205629371443e-7
7.0	-8.700506467784752e-7
8.0	-8.044486664807865e-7
9.0	-7.89065072011319e-7
10.0	-7.91388721711056e-7
11.0	-9.78721928333523e-7
12.0	-1.0287096848145272e-6
13.0	-1.0056028936413636e-6
14.0	-1.0509646929477562e-6
15.0	-1.058313953673784e-6
16.0	-1.0454082502685258e-6
17.0	-1.1091038168518225e-6
18.0	-1.0444742594688944e-6
19.0	-1.0556708500801537e-6
20.0	-1.0886395539234928e-6
21.0	-1.1392219001673393e-6
22.0	-1.1303804043800991e-6
23.0	-1.1960179871327997e-6
24.0	-1.179357324201935e-6
25.0	-1.1541136549879372e-6
26.0	-1.1563856087103142e-6
27.0	-1.0952489893564787e-6
28.0	-1.186437890201772e-6
29.0	-1.223528706482957e-6
30.0	-1.2050321842975442e-6
31.0	-1.2697447010628915e-6
32.0	-1.3247953135984286e-6
33.0	-1.2387747187914827e-6
34.0	-1.2324542774475727e-6
35.0	-1.2046417417026223e-6
36.0	-1.2519772055220868e-6
37.0	-1.279561161013354e-6
38.0	-1.2367085668232164e-6
39.0	-1.182361818374486e-6
40.0	-1.2241565301076424e-6
41.0	-1.289014539208183e-6
42.0	-1.2080062920510198e-6
43.0	-1.146401179976872e-6
44.0	-1.2392836734719664e-6
45.0	-1.1961331079710091e-6
46.0	-1.1815525281441697e-6
47.0	-1.1105141580532857e-6
48.0	-1.0262072494687802e-6
49.0	-9.744736088126982e-7
50.0	-9.424161528936992e-7
51.0	-1.0185353068008218e-6
52.0	-9.966577978592212e-7
53.0	-1.0341116439861742e-6
54.0	-1.024660711470421e-6
55.0	-1.0623215647778683e-6
56.0	-1.055893220218082e-6
57.0	-1.076132929518983e-6
58.0	-1.0527885193900577e-6
59.0	-1.0640914124837586e-6
60.0	-1.085575359863547e-6
61.0	-1.1342042525279428e-6
62.0	-1.151770626968071e-6
63.0	-1.187812302492347e-6
64.0	-1.3116917938500033e-6
65.0	-1.1962074761232705e-6
66.0	-1.1694364772316113e-6
67.0	-1.177245232891061e-6
68.0	-1.175200101646151e-6
69.0	-1.1030313778175732e-6
70.0	-1.1084105424694762e-6
71.0	-1.2117337241310255e-6
72.0	-1.13980199656534e-6
73.0	-1.0996273971577292e-6
74.0	-9.831526944226177e-7
75.0	-9.852827844540613e-7
76.0	-1.0505198657171505e-6
77.0	-1.0857505296345965e-6
78.0	-1.1266032913133384e-6
79.0	-1.0639135225032348e-6
80.0	-1.0233682118301196e-6
81.0	-1.0698972416779001e-6
82.0	-1.1221433716887552e-6
83.0	-1.1987256363799742e-6
84.0	-1.1739823840267033e-6
85.0	-1.1717430470781914e-6
86.0	-1.1931562165952425e-6
87.0	-1.0978822825441492e-6
88.0	-1.1628030885581925e-6
89.0	-1.1367670122511275e-6
90.0	-1.1480502529557374e-6
91.0	-1.1320343703529606e-6
92.0	-1.0843681659926385e-6
93.0	-1.0798800144443121e-6
94.0	-1.0105715222436668e-6
95.0	-1.132123431829904e-6
96.0	-1.2259890508625748e-6
97.0	-9.854299657576643e-7
98.0	-8.648654090618463e-7
99.0	-3.0280028784877844e-7
100.0	0.00010798963040736798
