T	Y
1.0	-0.006406070733632689
2.0	-0.0049860593343947004
3.0	-0.0037439377316487027
4.0	-0.002556023270122755
5.0	-0.0015132357675972305
6.0	-0.0005006171565096612
7.0	0.00030429046373268986
8.0	0.0011320786210743186
9.0	0.0018071632183104328
10.0	0.0022918577880483987
11.0	0.002749538133833468
12.0	0.003115067481512211
13.0	0.0033641237668862595
14.0	0.0035519899133751795
15.0	0.0036289888031712583
16.0	0.0036160693545476616
17.0	0.003413509992347054
18.0	0.003058818260970632
19.0	0.0025929563379285814
20.0	0.0019460973397006226
21.0	0.0010307160574985971
22.0	-0.00017097847105070757
23.0	-0.0019630805901897155
24.0	-0.004892358774872305
25.0	-0.010870903702918766
