Trading period,\( \lambda = 0.0 \),\( \lambda = 0.25 \),\( \lambda = 0.5 \),\( \lambda = 0.75 \),\( \lambda = 1.0 \)
1,-0.00139,-0.03165,-0.07224,-0.1284,-0.1942
2,-0.0006261,0.006181,0.03766,0.0923,0.1686
3,-0.000101,0.01315,0.03322,0.05146,0.05672
4,-5.907e-5,0.009242,0.01279,0.01058,0.003727
5,0.002176,0.003078,-0.01142,-0.02596,-0.03486
