Trading period,\( \lambda = 0.0 \),\( \lambda = 0.25 \),\( \lambda = 0.5 \),\( \lambda = 0.75 \),\( \lambda = 1.0 \)
1,-0.000596,-0.03091,-0.07115,-0.1269,-0.1932
2,-0.0008091,0.005497,0.03655,0.09144,0.1681
3,-0.0006439,0.01294,0.03337,0.05132,0.05615
4,-0.0003996,0.008844,0.01249,0.01025,0.003921
5,0.002449,0.003628,-0.01125,-0.0261,-0.03498
