Trading period,\( \lambda = 0.0 \),\( \lambda = 0.25 \),\( \lambda = 0.5 \),\( \lambda = 0.75 \),\( \lambda = 1.0 \)
1,-0.000596,-0.191,-0.3533,-0.4769,-0.5737
2,-0.0008091,-0.02861,0.01038,0.09912,0.2126
3,-0.0006439,0.05109,0.1145,0.1632,0.1845
4,-0.0003996,0.08506,0.1278,0.1349,0.1253
5,0.002449,0.0835,0.1005,0.07963,0.05139
