Trading period,\( \lambda = 0.0 \),\( \lambda = 0.25 \),\( \lambda = 0.5 \),\( \lambda = 0.75 \),\( \lambda = 1.0 \)
1,-0.002198,-0.02587,-0.05777,-0.101,-0.1575
2,-0.002731,0.009116,0.0324,0.07138,0.1306
3,-0.002586,0.01361,0.0307,0.04637,0.05662
4,-0.001003,0.002442,0.004754,0.004048,0.001129
5,0.008518,0.0007001,-0.01009,-0.02077,-0.03082
