Trading period,\( \lambda = 0.0 \),\( \lambda = 0.25 \),\( \lambda = 0.5 \),\( \lambda = 0.75 \),\( \lambda = 1.0 \)
1,0.09988,0.1098,0.1196,0.1295,0.1393
2,0.09989,0.1071,0.1142,0.1212,0.1278
3,0.09998,0.1049,0.1095,0.1138,0.1179
4,0.09992,0.1025,0.1048,0.1068,0.1085
5,0.1,0.1006,0.101,0.1011,0.1009
6,0.09997,0.09871,0.0973,0.0957,0.09399
7,0.1,0.09711,0.09412,0.09108,0.08808
8,0.1001,0.09535,0.09076,0.08629,0.082
9,0.1001,0.0935,0.08728,0.08137,0.0758
10,0.1002,0.09044,0.08146,0.07322,0.06563
