Trading period,\( \lambda = 0.0 \),\( \lambda = 0.25 \),\( \lambda = 0.5 \),\( \lambda = 0.75 \),\( \lambda = 1.0 \)
1,-0.00139,-0.1917,-0.3557,-0.4797,-0.5749
2,-0.0006261,-0.02828,0.01389,0.1021,0.2137
3,-0.000101,0.05173,0.1139,0.164,0.1852
4,-5.907e-5,0.08483,0.1298,0.1378,0.1246
5,0.002176,0.08342,0.09804,0.07581,0.05136
