Trading period,\( \lambda = 0.0 \),\( \lambda = 0.25 \),\( \lambda = 0.5 \),\( \lambda = 0.75 \),\( \lambda = 1.0 \)
1,0.09993,0.1039,0.1078,0.1117,0.1155
2,0.09994,0.103,0.1061,0.1091,0.112
3,0.1,0.1023,0.1044,0.1066,0.1086
4,0.09995,0.1014,0.1029,0.1042,0.1055
5,0.09999,0.1007,0.1014,0.102,0.1025
6,0.09997,0.09986,0.09972,0.09951,0.09926
7,0.1001,0.09914,0.09821,0.09725,0.09628
8,0.1,0.09819,0.09634,0.09452,0.09274
9,0.1,0.09688,0.09383,0.09087,0.08802
10,0.1001,0.0946,0.08937,0.08439,0.07966
