Trading period,\( \lambda = 0.0 \),\( \lambda = 0.25 \),\( \lambda = 0.5 \),\( \lambda = 0.75 \),\( \lambda = 1.0 \)
1,0.189,0.374,0.5483,0.7035,0.8394
2,0.2878,0.3023,0.2799,0.2222,0.1378
3,0.2879,0.2033,0.1252,0.06312,0.02128
4,0.138,0.07587,0.03326,0.01023,0.001017
5,0.09714,0.04456,0.01331,0.0009302,0.0004641
