Trading period,\( \lambda = 0.0 \),\( \lambda = 0.25 \),\( \lambda = 0.5 \),\( \lambda = 0.75 \),\( \lambda = 1.0 \)
1,-0.00139,-0.1917,-0.3542,-0.4777,-0.573
2,-0.0006261,-0.02827,0.0117,0.1003,0.2118
3,-0.000101,0.05173,0.1147,0.1632,0.1851
4,-5.907e-5,0.08481,0.1278,0.1349,0.1247
5,0.002176,0.08343,0.1,0.07922,0.05133
