Trading period,\( \lambda = 0.0 \),\( \lambda = 0.25 \),\( \lambda = 0.5 \),\( \lambda = 0.75 \),\( \lambda = 1.0 \)
1,0.2,0.4384,0.6465,0.8115,0.945
2,0.1999,0.2504,0.226,0.1519,0.05159
3,0.2001,0.148,0.08316,0.02913,0.003085
4,0.1998,0.09286,0.02822,0.002685,0.0003067
5,0.2002,0.07027,0.01615,0.004763,-1.887e-9
