Trading period,\( \lambda = 0.0 \),\( \lambda = 0.25 \),\( \lambda = 0.5 \),\( \lambda = 0.75 \),\( \lambda = 1.0 \)
1,-0.002198,-0.1489,-0.2868,-0.407,-0.5105
2,-0.002731,0.003196,0.04259,0.1147,0.2116
3,-0.002586,0.07734,0.1492,0.2038,0.2374
4,-0.001003,0.04309,0.0696,0.07758,0.07303
5,0.008518,0.02523,0.02544,0.01089,-0.01162
