Trading period,\( \lambda = 0.0 \),\( \lambda = 0.25 \),\( \lambda = 0.5 \),\( \lambda = 0.75 \),\( \lambda = 1.0 \)
1,0.1998,0.4383,0.6449,0.8091,0.9431
2,0.2001,0.2509,0.2289,0.1542,0.05349
3,0.2002,0.1477,0.08183,0.0295,0.003255
4,0.2001,0.09342,0.03063,0.006004,0.0001604
5,0.1998,0.06968,0.01377,0.001158,2.18e-5
